1,1,data/models/crt/exp_31_3_top.h5,exp_31,92.96088006742723,
1,2,data/models/crt/exp_31_3_top.h5,exp_37,92.64639045128322,
1,3,data/models/crt/exp_31_3_top.h5,exp_38,91.5457836574354,
1,4,data/models/crt/exp_31_3_top.h5,exp_39,44.85495217753429,
2,1,data/models/crt/exp_37_5_top.h5,exp_31,93.92129256117117,
2,2,data/models/crt/exp_37_5_top.h5,exp_37,93.34997677337674,
2,3,data/models/crt/exp_37_5_top.h5,exp_38,93.13236581447009,
2,4,data/models/crt/exp_37_5_top.h5,exp_39,45.798553757160235,
3,1,data/models/crt/exp_38_2_top.h5,exp_31,85.33614328522458,
3,2,data/models/crt/exp_38_2_top.h5,exp_37,91.40565835287828,
3,3,data/models/crt/exp_38_2_top.h5,exp_38,96.20731315716547,
3,4,data/models/crt/exp_38_2_top.h5,exp_39,52.55619338553037,
4,1,data/models/crt/exp_39_4_top.h5,exp_31,90.4544383434033,
4,2,data/models/crt/exp_39_4_top.h5,exp_37,92.34377312432946,
4,3,data/models/crt/exp_39_4_top.h5,exp_38,96.15442700420633,
4,4,data/models/crt/exp_39_4_top.h5,exp_39,99.14470922620721,
